OG7_0000583	apis|A0A8R2JQ71
OG7_0002606	apis|A0A8R1W646
OG7_0002384	ahos|F4B5J7
OG7_0008637	apis|C4WY40
OG7_0005046	ahos|F4B9X6
OG7_0006894	apis|A0A8R2FCK6
OG7_0003075	apis|A0A8R2H5L0
OG7_0000403	apis|A0A8R2H4Z0
OG7_0002925	apis|A0A8R2B8C0
OG7_0005089	apis|A0A8R2H6A5
OG7_0006423	apis|C4WTP4
OG7_0002388	ahos|F4B7B0
OG7_0003987	apis|A0A8R1W867
OG7_0006898	apis|A0A8R2D8K3
OG7_0006646	apis|A0A8R2NMY6
OG7_0007784	apis|C4WS94
OG7_0007478	apis|A0A8R2H660
OG7_0007788	apis|A0A8R1VY68
OG7_0007474	apis|A0A8R1W444
OG7_0001923	apis|A0A8R2AAN8
OG7_0001200	apis|A0A8R2JL10
OG7_0003742	apis|A0A8R2D3B0
OG7_0003500	apis|A0A8R2F9T3
OG7_0006689	apis|A0A8R2NMR7
OG7_0003099	apis|A0A8R2NT62
OG7_0007593	apis|C4WT19
OG7_0005234	apis|A0A8R2A6A0
OG7_0002735	apis|A0A8R2NN12
OG7_0005541	apis|C4WYD5
OG7_0004293	ahos|F4B9V1
OG7_0000945	apis|A0A8R1W738
OG7_0005997	apis|A0A8R2JSV8
OG7_0005110	apis|C4WSB9
OG7_0005238	apis|A0A8R2ADR9
OG7_0005070	ahos|F4B503
OG7_0000088	apis|A0A8R2FDS4
OG7_0004308	ahos|F4B789
OG7_0001421	apis|A0A8R2FBD4
OG7_0000084	apis|A0A8R1W0S6
OG7_0007161	apis|A0A8R1W0S4
OG7_0004304	ahos|F4B6B0
OG7_0006731	apis|A0A8R2B639
OG7_0001755	apis|A0A8R2JPB9
OG7_0001189	apis|A0A8R2D7H6
OG7_0004686	ahos|F4B5L3
OG7_0005657	apis|C4WSM6
OG7_0007353	apis|A0A8R2H8P1
OG7_0001146	apis|A0A8R2NM97
OG7_0004649	ahos|F4B9J4
OG7_0007447	apis|A0A8R2JU72
OG7_0006902	apis|A0A8R2FD02
OG7_0005181	apis|A0A8R2A1N3
OG7_0003451	apis|A0A8R2D3M8
OG7_0003693	apis|A0A8R2D454
OG7_0008417	apis|A0A8R2A8B3
OG7_0006261	apis|A0A8R2FF63
OG7_0004862	ahos|F4B4M6
OG7_0000922	apis|A0A8R2B5R0
OG7_0003725	apis|C4WXU2
OG7_0002477	ahos|F4B5H3
OG7_0007600	apis|C4WTB3
OG7_0006083	apis|A0A8R2NQW4
OG7_0005429	apis|A0A8R1W6R0
OG7_0002787	apis|A0A8R2D793
OG7_0008560	apis|C4WUY4
OG7_0004323	ahos|F4B917
OG7_0004839	ahos|F4B511
OG7_0006836	apis|C4WTX8
OG7_0005930	apis|A0A8R2JR03
OG7_0003249	apis|A0A8R2A7Z7
OG7_0005768	apis|A0A8R1W0I8
OG7_0002444	apis|A0A8R2A452
OG7_0001549	ahos|F4B3X3
OG7_0004043	apis|A0A8R2B8S6
OG7_0005764	apis|A0A8R2D2S5
OG7_0003953	apis|A0A8R2F9X5
OG7_0002265	ahos|F4B5H0
OG7_0000460	apis|A0A8R2F7L0
OG7_0001586	ahos|F4B8B5
OG7_0003286	apis|A0A8R2F6W3
OG7_0002448	ahos|F4B6X8
OG7_0001908	apis|A0A8R2A5U0
OG7_0001904	apis|A0A8R2A7M6
OG7_0000517	apis|A0A8R2JL53
OG7_0002800	apis|A0A8R1W3T5
OG7_0004879	ahos|F4B6Q8
OG7_0003999	apis|A0A8R2B4D1
OG7_0002437	apis|A0A8R1VZI9
OG7_0000045	apis|A0A8R2D6H3
OG7_0005097	apis|A0A8R2JRH7
OG7_0001023	apis|A0A8R2BAV6
OG7_0004529	ahos|F4B635
OG7_0007229	apis|A0A8R2A959
OG7_0000211	apis|C4WUS6
OG7_0008406	apis|A0A8R2A7L9
OG7_0002301	apis|C4WRS4
OG7_0004752	ahos|F4B5U9
OG7_0006567	apis|A0A8R2ACK5
OG7_0000506	apis|A0A8R2NKI7
OG7_0007745	apis|A0A8R1W607
OG7_0007156	apis|C4WW60
OG7_0001457	apis|A0A8R2JKP5
OG7_0003659	apis|A0A8R2FBR0
OG7_0001343	apis|A0A8R1VYP9
OG7_0006526	apis|A0A8R2A426
OG7_0005858	apis|A0A8R1W6R6
OG7_0000984	apis|C4WSF5
OG7_0006410	apis|A0A8R2B856
OG7_0000325	apis|A0A8R2JL33
OG7_0005970	apis|A0A8R2JT35
OG7_0000988	apis|A0A8R1W875
OG7_0006876	apis|A0A8R2B6K2
OG7_0005621	apis|A0A8R2B432
OG7_0006305	apis|C4WTE6
OG7_0005854	apis|A0A8R1W3U3
OG7_0005278	apis|A0A8R2JPY6
OG7_0000280	apis|A0A8R2HA78
OG7_0002485	ahos|F4B4X0
OG7_0003466	apis|C4WU45
OG7_0004167	ahos|F4B5V5
OG7_0001629	apis|A0A8R2ACN6
OG7_0005713	apis|C4WY01
OG7_0003427	apis|A0A8R2A6T1
OG7_0004126	ahos|F4B950
OG7_0006256	apis|C4WU59
OG7_0002775	apis|A0A8R1W8R5
OG7_0005274	apis|A0A8R2B649
OG7_0006983	apis|A0A8R2A3W3
OG7_0007434	apis|A0A8R2JT00
OG7_0004441	ahos|F4B8K5
OG7_0000022	apis|A0A8R1X2X4
OG7_0006002	apis|A0A8R2A4P8
OG7_0007438	apis|A0A8R2A9Z5
OG7_0007399	apis|A0A8R2B599
OG7_0001004	apis|A0A8R2D1T8
OG7_0001865	apis|A0A8R2NRK2
OG7_0006481	apis|A0A8R1W6T3
OG7_0006771	apis|A0A8R2ABB6
OG7_0001008	apis|A0A8R2D6D5
OG7_0000342	apis|A0A8R2D2V0
OG7_0007559	apis|C4WX01
OG7_0003053	apis|A0A8R1X0E6
OG7_0004259	ahos|F4B8P1
OG7_0006129	apis|A0A8R2FDA2
OG7_0005030	ahos|F4B3X6
OG7_0000109	apis|A0A8R2JV64
OG7_0002490	apis|A0A8R1W3R8
OG7_0000295	apis|A0A8R2A2I9
OG7_0005247	apis|A0A8R2A830
OG7_0007722	apis|A0A8R1W132
OG7_0004943	ahos|F4B3Y7
OG7_0007494	apis|A0A8R2F8H6
OG7_0006560	apis|A0A8R2NTG2
OG7_0007498	apis|C4WST7
OG7_0008083	apis|C4WUM3
OG7_0001450	apis|A0A8R2NNQ1
OG7_0007823	apis|A0A8R2A600
OG7_0007339	apis|C4WY02
OG7_0006417	apis|A0A8R2A6U3
OG7_0008261	apis|C4WWB8
OG7_0004718	ahos|F4B820
OG7_0005085	apis|A0A8R2BAI6
OG7_0002929	apis|C4WTA5
OG7_0003079	apis|A0A8R2H795
OG7_0007573	apis|A0A8R2B786
OG7_0004714	ahos|F4B8U9
OG7_0005977	apis|A0A8R2A3Q2
OG7_0004601	ahos|F4B552
OG7_0007362	apis|A0A8R2NKM1
OG7_0004273	ahos|F4B6U8
OG7_0005948	apis|A0A8R2FDB2
OG7_0002183	apis|A0A8R2JQY0
OG7_0002807	apis|A0A8R2FB48
OG7_0005090	apis|A0A8R2JUB2
OG7_0005944	apis|A0A8R2NRU2
OG7_0007616	apis|A0A8R2A3B6
OG7_0003119	apis|A0A8R2B8L6
OG7_0002430	ahos|F4B871
OG7_0000235	apis|A0A8R2NN48
OG7_0005509	apis|A0A8R1W939
OG7_0005812	apis|C4WRK8
OG7_0003201	apis|A0A8R2JX93
OG7_0003673	apis|A0A8R2FA72
OG7_0001501	apis|A0A8R2NRS1
OG7_0003962	apis|A0A8R2HAR7
OG7_0000765	apis|A0A8R2JW15
OG7_0005240	apis|A0A8R2AA68
OG7_0008646	apis|A0A8R1W5M9
OG7_0002497	apis|A0A8R2D2N0
OG7_0003939	apis|A0A8R2F8U7
OG7_0005037	ahos|F4B8N9
OG7_0004160	ahos|F4B7S1
OG7_0000287	apis|A0A8R2FB10
OG7_0003420	apis|A0A8R1VYY1
OG7_0005106	apis|A0A8R2FBX0
OG7_0004853	ahos|F4B7P5
OG7_0001216	apis|A0A8R2AAW7
OG7_0003516	apis|A0A8R2H4V4
OG7_0005382	apis|A0A8R2JPR8
OG7_0002543	ahos|F4B641
OG7_0007808	apis|A0A8R2H8H7
OG7_0007065	apis|A0A8R2JSS0
OG7_0007804	apis|A0A8R2D4S2
OG7_0002029	apis|A0A8R2H7G7
OG7_0003979	apis|A0A8R2AYT4
OG7_0005328	apis|A0A8R1W7W8
OG7_0008002	apis|A0A8R1VY26
OG7_0005077	ahos|F4B5N9
OG7_0000855	apis|A0A8R2NNN2
OG7_0005324	apis|A0A8R2AC38
OG7_0006715	apis|A0A8R2NNB4
OG7_0000581	apis|A0A8R2JS48
OG7_0004899	ahos|F4B477
OG7_0005985	apis|A0A8R1W5G4
OG7_0005650	apis|A0A8R1W193
OG7_0008256	apis|C4WTW4
OG7_0007440	apis|A0A8R1W509
OG7_0003633	apis|C4WSE2
OG7_0002608	apis|A0A8R2A964
OG7_0003507	apis|A0A8R2JSR2
OG7_0002604	ahos|F4B8M5
OG7_0002711	apis|A0A8R1W1N9
OG7_0002102	apis|A0A8R2D413
OG7_0001207	apis|A0A8R2NLD5
OG7_0008129	apis|A0A8R2BAQ5
OG7_0003365	apis|A0A8R1W869
OG7_0005990	apis|A0A8R1W278
OG7_0006896	apis|A0A8R1W6J4
OG7_0005044	ahos|F4B8X6
OG7_0005117	apis|A0A8R2AHD9
OG7_0002386	apis|C4WTF1
OG7_0005048	ahos|F4B872
OG7_0008481	apis|A0A8R2A8H3
OG7_0002349	apis|A0A8R2NJ87
OG7_0004763	ahos|F4B7P3
OG7_0002795	apis|A0A8R2NSN9
OG7_0005294	apis|C4WSG2
OG7_0007533	apis|A0A8R2JR79
OG7_0000426	apis|A0A8R2JMP3
OG7_0003039	apis|A0A8R2D3E9
OG7_0005937	apis|A0A8R1TDA8
OG7_0004233	ahos|F4B7N6
OG7_0005298	apis|C4WRZ4
OG7_0000467	apis|A0A8R2A463
OG7_0006406	apis|A0A8R2FCY0
OG7_0003062	apis|A0A8R2H713
OG7_0007379	apis|A0A8R1W1N4
OG7_0002623	apis|A0A8R1W6K8
OG7_0000141	apis|A0A1W6JGS4
OG7_0000510	apis|A0A8R2JLI9
OG7_0008305	apis|A0A8R2H5M1
OG7_0006791	apis|A0A8R2HBU1
OG7_0007965	apis|A0A8R1W0V4
OG7_0008410	apis|A0A8R2FD95
OG7_0004409	ahos|F4B7H6
OG7_0007607	apis|A0A8R1TGJ8
OG7_0002470	apis|A0A8R2D7G0
OG7_0008526	apis|A0A8R2F9V8
OG7_0000275	apis|A0A8R2F7Y7
OG7_0008567	apis|A0A8R2H7Y3
OG7_0003843	apis|A0A8R2B802
OG7_0002816	apis|A0A8R2BAN3
OG7_0005303	apis|A0A8R2AAG3
OG7_0002780	apis|A0A8R2A8M3
OG7_0003911	apis|A0A8R2A5E8
OG7_0001869	apis|A0A8R2H9F6
OG7_0007380	apis|A0A8R1VYI2
OG7_0000299	apis|A0A8R1W2X2
OG7_0000105	apis|A0A8R2ADD8
OG7_0007881	apis|A0A8R2A8B2
OG7_0006582	apis|C4WTF2
OG7_0008021	apis|A0A8R1W461
OG7_0006125	apis|A0A8R2A6X0
OG7_0004255	ahos|F4B575
OG7_0001832	apis|A0A8R2A6K5
OG7_0007555	apis|C4WTP9
OG7_0003413	apis|A0A8R1W2M9
OG7_0005727	apis|A0A8R1W8J3
OG7_0003288	apis|A0A8R2NRK0
OG7_0002446	ahos|F4B9W8
OG7_0007242	apis|A0A8R2NRX8
OG7_0004700	ahos|F4B5H2
OG7_0002779	apis|A0A8R2B7D0
OG7_0001588	apis|A0A8R1W352
OG7_0001625	apis|A0A8R2AA29
OG7_0006834	apis|A0A8R1VZV8
OG7_0004542	ahos|F4B909
OG7_0003284	apis|A0A8R2JTV7
OG7_0008341	apis|A0A8R1W4N3
OG7_0006838	apis|A0A8R1W7A9
OG7_0001584	apis|A0A8R2FA58
OG7_0002489	ahos|F4B4E0
OG7_0005766	apis|C4WRR0
OG7_0007395	apis|A0A8R1W6D7
OG7_0000643	apis|A0A8R2AZP2
OG7_0002121	apis|C4WTL2
OG7_0001906	apis|A0A8R2H9S3
OG7_0002852	apis|A0A8R2NPG5
OG7_0001793	apis|A0A8R1WB34
OG7_0006142	apis|A0A8R2D4U4
OG7_0007810	apis|A0A8R2JMF8
OG7_0007786	apis|A0A8R1W0V2
OG7_0006644	apis|A0A8R2NRM5
OG7_0003655	apis|A0A8R2A685
OG7_0007749	apis|A0A8R2D4K4
OG7_0006648	apis|C4WTK9
OG7_0001177	apis|A0A8R2JW36
OG7_0002272	apis|A0A8R1X1I9
OG7_0007476	apis|A0A8R2A4S7
OG7_0007092	apis|C4WXD3
OG7_0006309	apis|A0A8R2F7B4
OG7_0008630	apis|C4WXP7
OG7_0005236	apis|A0A8R2AES9
OG7_0008212	apis|J9K930
OG7_0007311	apis|A0A8R2D840
OG7_0003980	apis|A0A8R2A174
OG7_0000329	apis|A0A8R2H227
OG7_0000833	ahos|F4B8S3
OG7_0000049	apis|A0A8R2JMI4
OG7_0006050	apis|A0A8R1W754
OG7_0005360	apis|C4WW40
OG7_0003995	apis|A0A8R2NRE7
OG7_0004306	ahos|F4B5M1
OG7_0004875	ahos|F4B638
OG7_0000086	apis|A0A8R2HAA0
OG7_0001148	apis|A0A8R2NSK3
OG7_0006677	apis|A0A8R1W6U1
OG7_0004182	ahos|F4B8P5
OG7_0004684	ahos|F4B5C7
OG7_0000792	apis|A0A8R2F8J2
OG7_0001144	apis|A0A8R2F9W9
OG7_0001017	apis|A0A8R2AC59
OG7_0003131	apis|A0A8R2A3L8
OG7_0007225	apis|A0A8R2B357
OG7_0001642	apis|A0A8R1W9Y7
OG7_0005861	apis|A0A8R2JMW7
OG7_0004525	ahos|F4B6S0
OG7_0004688	ahos|F4B748
OG7_0003464	apis|A0A8R2B2I5
OG7_0000873	apis|A0A8R2JMS5
OG7_0006258	apis|A0A8R2FCP0
OG7_0004128	ahos|F4B516
OG7_0002269	apis|A0A8R2D2I4
OG7_0001545	apis|A0A8R2B752
OG7_0004622	ahos|F4B9R9
OG7_0003468	apis|A0A8R2ADI8
OG7_0005276	apis|A0A8R1X1L6
OG7_0003245	apis|A0A8R2A4L9
OG7_0004124	ahos|F4B6R7
OG7_0006254	apis|A0A8R2JQ40
OG7_0003011	apis|A0A8R1W5B9
OG7_0002610	apis|C4WSM5
OG7_0007436	apis|A0A8R2A3I7
OG7_0001137	apis|A0A8R2NQP2
OG7_0002232	apis|A0A8R2JLC1
OG7_0000523	apis|A0A8R2NQM5
OG7_0006503	apis|A0A8R2JMG4
OG7_0008057	apis|A0A8R2B409
OG7_0003392	apis|A0A8R2B302
OG7_0008423	apis|C4WVT4
OG7_0003171	apis|A0A8R1W012
OG7_0001006	apis|A0A8R2A6X9
OG7_0006637	apis|A0A8R1W3Y2
OG7_0005751	apis|A0A8R2A7T5
OG7_0003552	apis|A0A8R2A4F1
OG7_0004835	ahos|F4B726
OG7_0001252	apis|A0A8R2D7K9
OG7_0002157	apis|A0A8R1W6U0
OG7_0004317	ahos|F4B689
OG7_0005425	apis|A0A8R2A2Y5
OG7_0003729	apis|A0A8R2NWV5
OG7_0003080	apis|A0A8R2BBK6
OG7_0002681	apis|A0A8R2AFZ0
OG7_0001872	apis|A0A8R2HBW5
OG7_0006847	apis|A0A8R2AG17
OG7_0007992	apis|A0A8R2AA09
OG7_0008404	apis|A0A8R1TEN7
OG7_0004645	ahos|F4B3M9
OG7_0001522	ahos|F4B994
OG7_0003222	apis|A0A8R1XEF0
OG7_0008408	apis|A0A8R2AAT7
OG7_0006690	apis|A0A8R2FCQ9
OG7_0001185	apis|A0A8R2B7M4
OG7_0001759	apis|A0A8R2NQ67
OG7_0006528	apis|A0A8R1W5P1
OG7_0005442	apis|A0A8R2FCT9
OG7_0001190	apis|A0A8R2B6Q1
OG7_0006685	apis|A0A8R2A5J6
OG7_0001917	apis|A0A8R2D6F2
OG7_0007158	apis|C4WV81
OG7_0000504	apis|A0A8R2JSR0
OG7_0007652	apis|C4WTN0
OG7_0006524	apis|A0A8R2FCY2
OG7_0002762	apis|A0A8R2JPW8
OG7_0000508	apis|A0A8R2NND3
OG7_0007154	apis|A0A8R2H9A5
OG7_0000253	apis|A0A8R1TH20
OG7_0006878	apis|A0A8R2HA34
OG7_0000986	apis|A0A8R1WY71
OG7_0004887	ahos|F4B8L5
OG7_0000949	apis|A0A8R2FB81
OG7_0004103	ahos|F4B971
OG7_0005856	apis|A0A8R2D360
OG7_0002739	apis|A0A8R1W5F5
OG7_0006950	apis|A0A8R2HCA6
OG7_0006874	apis|A0A8R1W2F3
OG7_0003095	apis|A0A8R2B6J3
OG7_0007101	apis|A0A8R2JUS3
OG7_0000885	apis|A0A8R2JRP5
OG7_0004076	ahos|F4B567
OG7_0007712	apis|A0A8R1W3I3
OG7_0004364	ahos|F4B6S3
OG7_0000551	apis|C4WWA7
OG7_0005955	apis|A0A8R1W7A1
OG7_0004368	ahos|F4B4R4
OG7_0006119	apis|A0A8R2NTD6
OG7_0001336	apis|A0A8R2AFI8
OG7_0008286	apis|A0A8R2JSD0
OG7_0005680	apis|A0A8R2NJB7
OG7_0000678	apis|C4WY64
OG7_0008249	apis|A0A8R2JX08
OG7_0000172	apis|A0A8R2JNQ5
OG7_0004492	ahos|F4B6A8
OG7_0000674	apis|A0A8R2B6B6
OG7_0002596	apis|A0A8R1W8L5
OG7_0001260	apis|A0A8R1W3B4
OG7_0003560	apis|A0A8R2H7B4
OG7_0000391	apis|A0A8R2H7D3
OG7_0000647	apis|A0A8R2JVB8
OG7_0005695	apis|A0A8R1W0T1
OG7_0000012	apis|A0A8R2B5M7
OG7_0001797	apis|A0A8R2H273
OG7_0002356	ahos|F4B7T5
OG7_0004116	ahos|F4B8Z2
OG7_0005723	apis|A0A8R2H3U6
OG7_0003417	apis|A0A8R2D4H4
OG7_0001619	apis|A0A8R2HCE9
OG7_0006079	apis|A0A8R1VZ62
OG7_0008451	apis|A0A8R2A5G0
OG7_0000890	apis|A0A8R2JX53
OG7_0000400	apis|A0A8R2JR96
OG7_0005611	apis|A0A8R2B6I8
OG7_0002205	apis|A0A8R2JVI2
OG7_0005704	apis|A0A8R2D2U4
OG7_0004936	ahos|F4B8I6
OG7_0002199	apis|A0A8R2JWP1
OG7_0000837	apis|A0A8R2NKW7
OG7_0005708	apis|A0A8R2NKZ2
OG7_0000315	apis|A0A8R2NRD9
OG7_0006420	apis|A0A8R1W1H4
OG7_0001964	apis|A0A8R2D4Z5
OG7_0006516	apis|A0A8R2A843
OG7_0001968	apis|A0A8R1ZZB9
OG7_0001730	apis|A0A8R2B8X4
OG7_0001173	apis|A0A8R2H826
OG7_0006673	apis|C4WRW8
OG7_0006201	apis|A0A8R2ACX3
OG7_0004802	ahos|F4B4P9
OG7_0006962	apis|A0A8R2JQ29
OG7_0008099	apis|A0A8R2A2K8
OG7_0004519	ahos|F4B5X4
OG7_0001013	apis|A0A8R1W6B3
OG7_0000221	apis|A0A8R2D1Z9
OG7_0007219	apis|A0A8R1W2L7
OG7_0008500	apis|A0A8R2AYY2
OG7_0002750	apis|A0A8R2B6K0
OG7_0006939	apis|A0A8R1TEW0
OG7_0007660	apis|C4WTA7
OG7_0001770	apis|A0A8R2JX10
OG7_0001133	apis|A0A8R2JL68
OG7_0000527	apis|A0A8R1VZZ9
OG7_0001480	apis|A0A8R1W2T5
OG7_0008053	apis|C4WVP3
OG7_0006507	apis|A0A8R2AEP3
OG7_0000566	apis|A0A8R2FB39
OG7_0000877	apis|A0A8R2NR54
OG7_0003896	apis|C4WTI4
OG7_0006365	apis|A0A8R2F9M4
OG7_0005055	ahos|F4B5U7
OG7_0004976	ahos|F4B9P6
OG7_0006979	apis|C4WW17
OG7_0000844	apis|A0A8R2JQL0
OG7_0002153	apis|A0A8R2NQP0
OG7_0004313	ahos|F4B7K9
OG7_0003715	apis|A0A8R1W3D7
OG7_0002860	apis|A0A8R2JVU7
OG7_0000848	apis|A0A8R1W514
OG7_0005419	apis|A0A8R2HAN1
OG7_0002361	ahos|F4B476
OG7_0008427	apis|A0A8R2A494
OG7_0000912	apis|A0A8R2F9G2
OG7_0001495	ahos|F4B9L4
OG7_0006633	apis|A0A8R2A8I6
OG7_0008466	apis|A0A8R2D6R1
OG7_0001068	apis|A0A8R1W1E3
OG7_0003791	apis|A0A8R2JRY0
OG7_0000132	apis|A0A8R2ACQ5
OG7_0000634	ahos|F4B7T3
OG7_0001376	apis|A0A8R2B3K9
OG7_0001064	apis|A0A8R2F853
OG7_0001805	apis|A0A8R2B771
OG7_0000638	ahos|F4B6L8
OG7_0008659	apis|A0A8R1W2C0
OG7_0000169	apis|A0A8R2A7N2
OG7_0006843	apis|C4WV60
OG7_0004036	apis|A0A8R2NTL6
OG7_0005592	apis|A0A8R2AC93
OG7_0001411	apis|A0A8R2NM24
OG7_0000257	apis|A0A8R2A2Q4
OG7_0006039	apis|A0A8R2F9N6
OG7_0004883	ahos|F4B6U0
OG7_0005120	apis|A0A8R2JPN7
OG7_0004107	ahos|F4B455
OG7_0003406	apis|A0A8R2JNB4
OG7_0005352	apis|A0A8R2A180
OG7_0006062	apis|A0A8R2JVA9
OG7_0001913	apis|A0A8R2H691
OG7_0006288	apis|A0A8R2D305
OG7_0005164	apis|A0A8R2A230
OG7_0006413	apis|A0A8R2A677
OG7_0003834	apis|A0A8R1W2B9
OG7_0005662	apis|A0A8R2A2Y8
OG7_0001841	apis|C4WSK9
OG7_0007577	apis|A0A8R2A773
OG7_0005168	apis|A0A8R2A8A9
OG7_0006284	apis|A0A8R1VZD9
OG7_0002915	apis|A0A8R2NNL9
OG7_0004277	ahos|F4B4P3
OG7_0005973	apis|A0A8R2A4Q4
OG7_0003838	apis|A0A8R1W3C7
OG7_0007866	apis|A0A8R2A1C1
OG7_0005639	apis|A0A8R2B610
OG7_0007827	apis|A0A8R2JXH3
OG7_0001340	apis|A0A8R2A6Q2
OG7_0008087	apis|C4WRI9
OG7_0007909	apis|A0A8R2D6F9
OG7_0005471	apis|Q201W7
OG7_0001020	apis|A0A8R2A527
OG7_0008369	apis|Q201V9
OG7_0005781	apis|A0A8R2FDW4
OG7_0006911	apis|A0A8R2BAS5
OG7_0002187	apis|A0A8R1X1F8
OG7_0001282	apis|A0A8R2D7G8
OG7_0004248	ahos|F4B8G5
OG7_0005316	apis|C4WTQ2
OG7_0002803	apis|A0A8R2FEL2
OG7_0003582	apis|A0A8R1W6H8
OG7_0007548	apis|A0A8R1W9Q4
OG7_0008332	apis|A0A8R2A3J2
OG7_0004465	ahos|F4B9B8
OG7_0003125	apis|A0A8R1W439
OG7_0007231	apis|C4WVJ5
OG7_0004244	ahos|F4B3U4
OG7_0004531	ahos|F4B9F5
OG7_0007544	apis|A0A8R2AB95
OG7_0008518	apis|A0A8R1VZZ3
OG7_0007761	apis|A0A8R2BAP3
OG7_0004098	ahos|F4B3Q7
OG7_0006995	apis|A0A8R1W2P1
OG7_0002651	ahos|F4B6B6
OG7_0002824	apis|A0A8R1W365
OG7_0003050	apis|A0A8R1W0F6
OG7_0004094	ahos|F4B4Q6
OG7_0004940	ahos|F4B3N2
OG7_0002493	apis|A0A8R1XPF4
OG7_0008514	apis|C4WWZ4
OG7_0002828	apis|A0A8R2JUU9
OG7_0005033	ahos|F4B3N9
OG7_0001479	ahos|F4B8P8
OG7_0003677	apis|A0A8R1W3S5
OG7_0000696	apis|A0A8R2F898
OG7_0002574	apis|Q1ZZP2
OG7_0008035	apis|A0A8R2NSP0
OG7_0001746	apis|A0A8R1W9Y9
OG7_0006131	apis|A0A8R2ADH4
OG7_0001155	apis|A0A8R1W339
OG7_0002578	apis|Q201V0
OG7_0001789	apis|A0A8R2JL97
OG7_0003142	apis|A0A8R2F8B2
OG7_0007188	apis|C4WTQ1
OG7_0001631	apis|A0A8R1W6W9
OG7_0006655	apis|A0A8R1VZ92
OG7_0002547	ahos|F4B5G0
OG7_0003644	apis|C4WTT3
OG7_0002991	apis|A0A8R2HB62
OG7_0007184	apis|C4WXB4
OG7_0000061	apis|A0A8R2JPW2
OG7_0003648	apis|A0A8R2FAX1
OG7_0007682	apis|A0A8R2ABY5
OG7_0000956	apis|A0A8R1W3X3
OG7_0000418	apis|A0A8R2FC00
OG7_0005849	apis|A0A8R2A7S7
OG7_0003309	apis|A0A8R2FDB3
OG7_0000283	apis|A0A8R1W7F2
OG7_0006980	apis|A0A8R2FDS2
OG7_0005886	apis|A0A8R2H9P4
OG7_0002135	apis|A0A8R2A276
OG7_0004857	ahos|F4B5P2
OG7_0005710	apis|A0A8R2A4K0
OG7_0000414	apis|A0A8R1W3U5
OG7_0006171	apis|A0A8R2NPW9
OG7_0002538	apis|A0A8R2H6B6
OG7_0001394	apis|A0A8R2NTR7
OG7_0003637	apis|A0A8R1WYR0
OG7_0001439	apis|A0A8R2FD24
OG7_0002534	apis|A0A8R2F7H8
OG7_0007350	apis|A0A8R2NLG9
OG7_0008075	apis|A0A8R2NM23
OG7_0002241	apis|A0A8R2D7A2
OG7_0001398	apis|A0A8R2FAN9
OG7_0007851	apis|A0A8R2A8W4
OG7_0007624	apis|A0A8R2NJW3
OG7_0000709	apis|A0A8R2JS78
OG7_0006552	apis|A0A8R1W3L3
OG7_0002015	apis|A0A8R2NTY6
OG7_0005073	ahos|F4B4U6
OG7_0007122	apis|A0A8R2A5E1
OG7_0001462	apis|A0A8R2NRS2
OG7_0007585	apis|A0A8R2NPN8
OG7_0007628	apis|A0A8R2A6Q6
OG7_0006729	apis|A0A8R2JKT5
OG7_0004285	ahos|F4B7A6
OG7_0004726	ahos|F4B865
OG7_0005113	apis|C4WX31
OG7_0002175	apis|A0A8R2AB85
OG7_0006464	apis|A0A8R2D7X7
OG7_0004290	ahos|F4B912
OG7_0001558	ahos|F4B4H0
OG7_0003258	apis|C4WTS6
OG7_0007590	apis|A0A8R1W8J9
OG7_0006468	apis|A0A8R1VZV9
OG7_0001554	ahos|F4B597
OG7_0002459	apis|A0A8R2A0Y8
OG7_0003254	apis|A0A8R1WZ75
OG7_0004767	ahos|F4B5K2
OG7_0006245	apis|A0A8R2FBV9
OG7_0006011	apis|A0A8R2A244
OG7_0007009	apis|A0A8R2A3S5
OG7_0008115	apis|A0A8R2JP44
OG7_0003503	apis|A0A8R2B4T0
OG7_0002882	apis|A0A8R2HA57
OG7_0001671	apis|A0A8R2F7V0
OG7_0001920	apis|A0A8R2D3E8
OG7_0001203	apis|A0A8R2NN78
OG7_0006392	apis|A0A8R1W5Q6
OG7_0007756	apis|A0A8R2JM60
OG7_0003528	apis|A0A8R2JTL7
OG7_0003685	apis|A0A8R2B6X0
OG7_0002666	ahos|F4B460
OG7_0001228	apis|A0A8R2F8K9
OG7_0003524	apis|A0A8R2D651
OG7_0002627	apis|A0A8R2D3S9
OG7_0001224	apis|A0A8R2D5S1
OG7_0007145	apis|A0A8R2HBD1
OG7_0005679	apis|A0A8R2D8X2
OG7_0007537	apis|C4WSB1
OG7_0004994	ahos|F4B443
OG7_0004040	apis|A0A8R2NJG5
OG7_0008191	apis|A0A8R1WZ83
OG7_0004237	ahos|F4B3L6
OG7_0005933	apis|A0A8R2JXN3
OG7_0003878	apis|A0A8R1W7A2
OG7_0004998	ahos|F4B4M2
OG7_0003874	apis|A0A8R2D411
OG7_0006095	apis|C4WT22
OG7_0003950	apis|A0A8R2D4I0
OG7_0000463	apis|A0A8R2D7F7
OG7_0006080	apis|A0A8R2HB44
OG7_0007271	apis|A0A8R2A1N9
OG7_0007603	apis|C4WS50
OG7_0004571	ahos|F4B931
OG7_0005307	apis|A0A8R2A3W9
OG7_0000056	apis|A0A8R2B298
OG7_0008563	apis|C4WS73
